"fy","month","state","state_abb","plan","plan_abb","gov_type2","return","arr","mva","mean_arr","latest_arr","avg_return","rolling_5","rolling_10","rolling_15"
2007,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.18,0.0825,7439387000,0.0789666666666667,0.0725,0.0570119913260794,0.110262408310209,NA,NA
2008,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",-0.031,0.0825,6935808000,0.0789666666666667,0.0725,0.0570119913260794,0.0964057039677169,NA,NA
2009,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",-0.24,0.0825,5090440000,0.0789666666666667,0.0725,0.0570119913260794,0.00923995752607176,NA,NA
2010,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.1,0.08,5391527000,0.0789666666666667,0.0725,0.0570119913260794,0.0119219305483353,0.0198413030237861,NA
2011,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.21,0.08,6267925000,0.0789666666666667,0.0725,0.0570119913260794,0.0295311382479169,0.0454424600511198,NA
2012,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",-0.001,0.08,6118294000,0.0789666666666667,0.0725,0.0570119913260794,-0.00419068919529675,0.0514797400006144,NA
2013,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.12,0.08,6694482000,0.0789666666666667,0.0725,0.0570119913260794,0.0250735598646312,0.0601398483323201,NA
2014,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.18,0.08,7731438000,0.0789666666666667,0.0725,0.0570119913260794,0.119357245442842,0.0628734914594653,NA
2015,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.031,0.08,8606862000,0.0789666666666667,0.0725,0.0570119913260794,0.104948179642469,0.0574125472584841,0.0474557891067617
2016,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",-0.007,0.08,8227687000,0.0789666666666667,0.0725,0.0570119913260794,0.0621226892095901,0.0456999479682916,0.050973225111008
2017,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.13,0.08,8943127000,0.0789666666666667,0.0725,0.0570119913260794,0.0886224278984855,0.0411821885011929,0.063717649418644
2018,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.082,0.0738,9306675000,0.0789666666666667,0.0725,0.0570119913260794,0.0811330032739364,0.052730191622314,0.0670918779930938
2019,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.059,0.0738,9489405000,0.0789666666666667,0.0725,0.0570119913260794,0.0579908594876579,0.0882415789611282,0.0612434488831637
2020,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.041,0.0738,9469161000,0.0789666666666667,0.0725,0.0570119913260794,0.0600353015227009,0.0822587845678426,0.0582860768574731
2021,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.3,0.0738,11912309000,0.0789666666666667,0.0725,0.0570119913260794,0.118714196284425,0.0900512513705758,0.0694925755146716
2022,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",-0.06,0.0725,10816140000,0.0789666666666667,0.0725,0.0570119913260794,0.0782737464958299,0.0834357312962715,0.0534020611063293
2023,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.076,0.0725,11137489000,0.0789666666666667,0.0725,0.0570119913260794,0.0770752176936436,0.0791022031564284,0.0607834369683853
2024,6,"Alaska","AK","Alaska Public Employees Retirement System","Alaska PERS","State Plans",0.0725,0.0725,11555868000,0.0789666666666667,0.0725,0.0570119913260794,0.0798074052790243,0.0688434706692522,0.0854228932785435
2001,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",-0.0561,0.0825,3302567000,0.0789666666666667,0.0725,0.0584413810128892,NA,NA,NA
2002,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",-0.0568,0.0825,2983297000,0.0789666666666667,0.0725,0.0584413810128892,NA,NA,NA
2003,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.0304,0.0825,2917523000,0.0789666666666667,0.0725,0.0584413810128892,NA,NA,NA
2004,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.15,0.0825,3164807000,0.0789666666666667,0.0725,0.0584413810128892,NA,NA,NA
2005,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.0855,0.0825,3239727000,0.0789666666666667,0.0725,0.0584413810128892,0.0274783018391795,NA,NA
2006,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.11,0.0825,3422923000,0.0789666666666667,0.0725,0.0584413810128892,0.0613339527434513,NA,NA
2007,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.18,0.0825,3806494000,0.0789666666666667,0.0725,0.0584413810128892,0.109960952276532,NA,NA
2008,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",-0.03,0.0825,3550798000,0.0789666666666667,0.0725,0.0584413810128892,0.0966319069380688,NA,NA
2009,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",-0.23,0.0825,2596433000,0.0789666666666667,0.0725,0.0584413810128892,0.0120907477186762,NA,NA
2010,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.1,0.08,2716557000,0.0789666666666667,0.0725,0.0584413810128892,0.0147802964837864,0.0211095611005805,NA
2011,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.21,0.08,3123530000,0.0789666666666667,0.0725,0.0584413810128892,0.0324392447393527,0.0467869050512051,NA
2012,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0,0.08,3006647000,0.0789666666666667,0.0725,0.0584413810128892,-0.00117799206320968,0.052926126128646,NA
2013,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.12,0.08,3279130000,0.0789666666666667,0.0725,0.0584413810128892,0.0279627100628455,0.0617422978281703,NA
2014,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.18,0.08,3771139000,0.0789666666666667,0.0725,0.0584413810128892,0.119581251313382,0.0644800729809702,NA
2015,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.034,0.08,5246955000,0.0789666666666667,0.0725,0.0584413810128892,0.105811718196156,0.059318622155931,0.0485970326613194
2016,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",-0.007,0.08,4942201000,0.0789666666666667,0.0725,0.0584413810128892,0.0629527588072205,0.0475849099221208,0.0521480191760466
2017,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.13,0.08,5312295000,0.0789666666666667,0.0725,0.0584413810128892,0.0892552257070618,0.0430590068142689,0.0648991621189119
2018,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.0829,0.0738,5472727000,0.0789666666666667,0.0725,0.0584413810128892,0.0819413480753595,0.0546067325295221,0.0684330629196999
2019,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.059,0.0738,5511929000,0.0789666666666667,0.0725,0.0584413810128892,0.0587819013008577,0.0887572575769018,0.0625772831540967
2020,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.041,0.0738,5444799000,0.0789666666666667,0.0725,0.0584413810128892,0.0602115888622434,0.0827716281521389,0.0596161941262763
2021,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.3,0.0738,6731481000,0.0789666666666667,0.0725,0.0584413810128892,0.118900242116189,0.0905677875251361,0.0708367777815795
2022,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",-0.06,0.0725,6026651000,0.0789666666666667,0.0725,0.0584413810128892,0.0784530669484558,0.0838406888714842,0.054726039851879
2023,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.076,0.0725,6099520000,0.0789666666666667,0.0725,0.0584413810128892,0.0770752176936436,0.0795055409816208,0.0620436602154295
2024,6,"Alaska","AK","Alaska Teachers Retirement System","Alaska Teachers","State Plans",0.089,0.0725,6216525000,0.0789666666666667,0.0725,0.0584413810128892,0.0831096302693874,0.0708766846158764,0.0868714506719455
2001,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",-0.05175,0.08,373139000,0.0771208333333333,0.069,NA,NA,NA,NA
2002,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",-0.08391,0.08,326198942,0.0771208333333333,0.069,NA,NA,NA,NA
2003,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.225,0.08,381164577,0.0771208333333333,0.069,NA,NA,NA,NA
2004,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.114,0.08,400936413,0.0771208333333333,0.069,NA,NA,NA,NA
2005,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.063,0.08,402191942,0.0771208333333333,0.069,NA,0.0473289481080845,NA,NA
2006,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.13,0.08,428235563,0.0771208333333333,0.069,NA,0.0847114537128397,NA,NA
2007,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.0494,0.08,423488511,0.0771208333333333,0.069,NA,0.114589145875153,NA,NA
2008,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",-0.2729,0.08,287047803,0.0771208333333333,0.069,NA,0.00416809977221755,NA,NA
2009,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.191,0.08,311034538,0.0771208333333333,0.069,NA,0.0176811603741498,NA,NA
2010,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.135,0.08,335805673,0.0771208333333333,0.069,NA,0.0311082321839633,0.0391869418919855,NA
2011,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",-0.0033,0.08,313711890,0.0771208333333333,0.069,NA,0.00554487567993456,0.0443783049605535,NA
2012,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.1395,0.08,330791495,0.0771208333333333,0.069,NA,0.0222476270256571,0.0674203059148861,NA
2013,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.1821,0.079,365282172,0.0771208333333333,0.069,NA,0.126595794271076,0.0636219055400087,NA
2014,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.0596,0.08,360899289,0.0771208333333333,0.069,NA,0.10056111243895,0.0583101199410008,NA
2015,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.0092,0.077,319620238,0.0771208333333333,0.069,NA,0.0750048888469854,0.052827806684518,0.0509916533983394
2016,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.0871,0.077,318074061,0.0771208333333333,0.069,NA,0.093834071143527,0.0487608140479385,0.0606099814993182
2017,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.054,0.066,404288262,0.0771208333333333,0.069,NA,0.0769032883317131,0.0492196295500864,0.0705719852052376
2018,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",-0.007,0.08,352014301,0.0771208333333333,0.069,NA,0.0400056754710714,0.0824352267012374,0.0556908365438509
2019,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.02,0.0738,386519266,0.0771208333333333,0.069,NA,0.0321132507096238,0.0657878341227041,0.0495047711450687
2020,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.067,0.0738,393473859,0.0771208333333333,0.069,NA,0.0436738192822144,0.059223516586554,0.049767591153723
2021,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.09,0.0738,413215718,0.0771208333333333,0.069,NA,0.0442300569083127,0.0687443166438158,0.0472483816168643
2022,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.049,0.0725,332338323,0.0771208333333333,0.069,NA,0.0432374409910969,0.0599367107115754,0.0472217648908286
2023,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",0.1339,0.069,NA,0.0771208333333333,0.069,NA,0.0712929983992017,0.0555334189060956,0.0787083333970162
2024,12,"Alaska","AK","Anchorage Police and Fire Retirement System","Anchorage Police and Fire","Local Plans",NA,0.069,NA,0.0771208333333333,0.069,NA,NA,NA,NA
2001,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",-0.1707,0.09,683192443,0.0801458333333333,0.072,0.0454021221955225,NA,NA,NA
2002,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",-0.1473,0.09,586328473,0.0801458333333333,0.072,0.0454021221955225,NA,NA,NA
2003,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0615,0.09,622938516,0.0801458333333333,0.072,0.0454021221955225,NA,NA,NA
2004,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1477,0.0875,719235234,0.0801458333333333,0.072,0.0454021221955225,NA,NA,NA
2005,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0923,0.085,788873785,0.0801458333333333,0.072,0.0454021221955225,-0.0120848433969732,NA,NA
2006,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0817,0.085,861782725,0.0801458333333333,0.072,0.0454021221955225,0.0418343715301213,NA,NA
2007,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1677,0.085,1012937536,0.0801458333333333,0.072,0.0454021221955225,0.109444763704628,NA,NA
2008,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",-0.0705,0.085,1141587845,0.0801458333333333,0.072,0.0454021221955225,0.080367631230537,NA,NA
2009,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",-0.1799,0.085,961016116,0.0801458333333333,0.072,0.0454021221955225,0.0101346063350778,NA,NA
2010,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1347,0.085,1112789303,0.0801458333333333,0.072,0.0454021221955225,0.0178577182134798,0.0027746841082843,NA
2011,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1737,0.0825,1303797792,0.0801458333333333,0.072,0.0454021221955225,0.0346110895936522,0.0382164486776815,NA
2012,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",-0.0079,0.08,1286978947,0.0801458333333333,0.072,0.0454021221955225,0.00143314874794309,0.0540563377157046,NA
2013,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1064,0.0785,1409580021,0.0801458333333333,0.072,0.0454021221955225,0.0369421247378594,0.0584321929279179,NA
2014,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1328,0.0785,1497245001,0.0801458333333333,0.072,0.0454021221955225,0.10614434472721,0.0570499904029105,NA
2015,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0368,0.0785,1539868120,0.0801458333333333,0.072,0.0454021221955225,0.0863620602344168,0.0515521897575499,0.0298969473312776
2016,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0063,0.075,1552273458,0.0801458333333333,0.072,0.0454021221955225,0.0534372318667455,0.0439817250700199,0.0432654492322759
2017,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.1185,0.074,1741995663,0.0801458333333333,0.072,0.0454021221955225,0.0790082652723945,0.039497303804483,0.0623088667100726
2018,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0707,0.074,1857423000,0.0801458333333333,0.072,0.0454021221955225,0.0719533813239919,0.0543024313971929,0.0629201986113861
2019,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0545,0.073,1996513000,0.0801458333333333,0.072,0.0454021221955225,0.056706958459112,0.0811431108476981,0.0569356340505134
2020,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.0091,0.073,2071609000,0.0801458333333333,0.072,0.0454021221955225,0.0509992613655004,0.0685343807673553,0.0513678479794879
2021,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.2776,0.073,3218601000,0.0801458333333333,0.072,0.0454021221955225,0.102391603952397,0.0776364691772242,0.0630994575808512
2022,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",-0.0404,0.072,3717542000,0.0801458333333333,0.072,0.0454021221955225,0.0691207215659928,0.0740531156063431,0.0492794334656104
2023,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.077,0.072,4082800000,0.0801458333333333,0.072,0.0454021221955225,0.0703759123195911,0.0711643564359012,0.0596332588911745
2024,6,"Arizona","AZ","Arizona Corrections Officers Retirement Plan","Arizona State Corrections Officers","State Plans",0.102,0.072,4511211000,0.0801458333333333,0.072,0.0454021221955225,0.0798497430581384,0.068215679336256,0.0807118162200025
2001,6,"Arizona","AZ","Arizona Elected Officials Retirement Plan","Arizona Elected Officials Retirement Plan","State Plans",NA,0.09,326159456,0.0801458333333333,0.072,NA,NA,NA,NA
2002,6,"Arizona","AZ","Arizona Elected Officials Retirement Plan","Arizona Elected Officials Retirement Plan","State Plans",NA,0.09,265566712,0.0801458333333333,0.072,NA,NA,NA,NA
